"cve_id","library","version","severity","cvss_score","cvss_vector","inclusion_type","phases_detectable","description","notes"
"CVE-2023-3817","OpenSSL","1.0.2k","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L","declared","1,3","Issue summary: Checking excessively long DH keys or parameters may be very slow.  Impact summary: Applications that use the functions DH_check(), DH_check_ex() or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long delays. Where the key or parameters that are being checked have been obtained from an untrusted source this may lead to a Denial of Service.  The function DH_check() performs various checks on DH parameters. After fixing CVE-2023-3446 it was discovered that a large q parameter value can also trigger an overly long computation during some of these checks. A correct q value, if present, cannot be larger than the modulus p parameter, thus it is unnecessary to perform these checks if q is larger than p.  An application that calls DH_check() and supplies a key or parameters obtained from an untrusted source could be vulnerable to a Denial of Service attack.  The function DH_check() is itself called by a number of other OpenSSL functions. An application calling any of those other functions may similarly be affected. The other functions affected by this are DH_check_ex() and EVP_PKEY_param_check().  Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications when using the ""-check"" option.  The OpenSSL SSL/TLS implementation is not affected by this issue.  The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.","Canonical GT v2 (2026-04-07)"
"CVE-2022-35737","SQLite","3.39.1","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","amalgamation","1,2,3","SQLite 1.0.12 through 3.39.x before 3.39.2 sometimes allows an array-bounds overflow if billions of bytes are used in a string argument to a C API.","Canonical GT v2 (2026-04-07)"
"CVE-2022-46908","SQLite","3.39.1","HIGH","7.3","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L","amalgamation","1,2,3","SQLite through 3.40.0, when relying on --safe for execution of an untrusted CLI script, does not properly implement the azProhibitedFunctions protection mechanism, and instead allows UDF functions such as WRITEFILE.","Canonical GT v2 (2026-04-07)"
"CVE-2023-7104","SQLite","3.39.1","MEDIUM","5.5","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L","amalgamation","1,2,3","A vulnerability was found in SQLite SQLite3 up to 3.43.0 and classified as critical. This issue affects the function sessionReadRecord of the file ext/session/sqlite3session.c of the component make alltest Handler. The manipulation leads to heap-based buffer overflow. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-248999.","Canonical GT v2 (2026-04-07)"
"CVE-2025-6965","SQLite","3.39.1","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","amalgamation","1,2,3","There exists a vulnerability in SQLite versions before 3.50.2 where the number of aggregate terms could exceed the number of columns available. This could lead to a memory corruption issue. We recommend upgrading to version 3.50.2 or above.","Canonical GT v2 (2026-04-07)"
"CVE-2018-0500","curl","7.58.0","CRITICAL","9.8","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","declared","1,3","Curl_smtp_escape_eob in lib/smtp.c in curl 7.54.1 to and including curl 7.60.0 has a heap-based buffer overflow that might be exploitable by an attacker who can control the data that curl transmits over SMTP with certain settings (i.e., use of a nonstandard --limit-rate argument or CURLOPT_BUFFERSIZE value).","Canonical GT v2 (2026-04-07)"
"CVE-2018-1000120","curl","7.58.0","CRITICAL","9.8","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","declared","1,3","A buffer overflow exists in curl 7.12.3 to and including curl 7.58.0 in the FTP URL handling that allows an attacker to cause a denial of service or worse.","Canonical GT v2 (2026-04-07)"
"CVE-2018-1000121","curl","7.58.0","CRITICAL","7.5","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","declared","1,3","A NULL pointer dereference exists in curl 7.21.0 to and including curl 7.58.0 in the LDAP code that allows an attacker to cause a denial of service","Canonical GT v2 (2026-04-07)"
"CVE-2018-1000122","curl","7.58.0","CRITICAL","9.1","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","declared","1,3","A buffer over-read exists in curl 7.20.0 to and including curl 7.58.0 in the RTSP+RTP handling code that allows an attacker to cause a denial of service or information leakage","Canonical GT v2 (2026-04-07)"
"CVE-2018-1000300","curl","7.58.0","CRITICAL","9.8","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","declared","1,3","curl version curl 7.54.1 to and including curl 7.59.0 contains a CWE-122: Heap-based Buffer Overflow vulnerability in denial of service and more that can result in curl might overflow a heap based memory buffer when closing down an FTP connection with very long server command replies.. This vulnerability appears to have been fixed in curl < 7.54.1 and curl >= 7.60.0.","Canonical GT v2 (2026-04-07)"
"CVE-2018-1000301","curl","7.58.0","CRITICAL","9.1","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","declared","1,3","curl version curl 7.20.0 to and including curl 7.59.0 contains a CWE-126: Buffer Over-read vulnerability in denial of service that can result in curl can be tricked into reading data beyond the end of a heap based buffer used to store downloaded RTSP content.. This vulnerability appears to have been fixed in curl < 7.20.0 and curl >= 7.60.0.","Canonical GT v2 (2026-04-07)"
"CVE-2018-16839","curl","7.58.0","MEDIUM","4.3","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L","declared","1,3","Curl versions 7.33.0 through 7.61.1 are vulnerable to a buffer overrun in the SASL authentication code that may lead to denial of service.","Canonical GT v2 (2026-04-07)"
"CVE-2018-16842","curl","7.58.0","MEDIUM","4.4","CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L","declared","1,3","Curl versions 7.14.1 through 7.61.1 are vulnerable to a heap-based buffer over-read in the tool_msgs.c:voutf() function that may result in information exposure and denial of service.","Canonical GT v2 (2026-04-07)"
"CVE-2019-5443","curl","7.58.0","LOW","7.8","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","declared","1,3","A non-privileged user or program can put code and a config file in a known non-privileged path (under C:/usr/local/) that will make curl <= 7.65.1 automatically run the code (as an openssl ""engine"") on invocation. If that curl is invoked by a privileged user it can do anything it wants.","Canonical GT v2 (2026-04-07)"
"CVE-2019-5481","curl","7.58.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","declared","1,3","Double-free vulnerability in the FTP-kerberos code in cURL 7.52.0 to 7.65.3.","Canonical GT v2 (2026-04-07)"
"CVE-2019-5482","curl","7.58.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","declared","1,3","Heap buffer overflow in the TFTP protocol handler in cURL 7.19.4 to 7.65.3.","Canonical GT v2 (2026-04-07)"
"CVE-2020-8177","curl","7.58.0","HIGH","7.8","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","declared","1,3","curl 7.20.0 through 7.70.0 is vulnerable to improper restriction of names for files and other resources that can lead too overwriting a local file when the -J flag is used.","Canonical GT v2 (2026-04-07)"
"CVE-2020-8284","curl","7.58.0","LOW","3.7","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N","declared","1,3","A malicious server can use the FTP PASV response to trick curl 7.73.0 and earlier into connecting back to a given IP address and port, and this way potentially make curl extract information about services that are otherwise private and not disclosed, for example doing port scanning and service banner extractions.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22898","curl","7.58.0","LOW","3.1","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","declared","1,3","curl 7.7 through 7.76.1 suffers from an information disclosure when the `-t` command line option, known as `CURLOPT_TELNETOPTIONS` in libcurl, is used to send variable=content pairs to TELNET servers. Due to a flaw in the option parser for sending NEW_ENV variables, libcurl could be made to pass on uninitialized data from a stack based buffer to the server, resulting in potentially revealing sensitive internal information to the server using a clear-text network protocol.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22922","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N","declared","1,3","When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22923","curl","7.58.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N","declared","1,3","When curl is instructed to get content using the metalink feature, and a user name and password are used to download the metalink XML file, those same credentials are then subsequently passed on to each of the servers from which curl will download or try to download the contents from. Often contrary to the user's expectations and intentions and without telling the user it happened.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22925","curl","7.58.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","declared","1,3","curl supports the `-t` command line option, known as `CURLOPT_TELNETOPTIONS`in libcurl. This rarely used option is used to send variable=content pairs toTELNET servers.Due to flaw in the option parser for sending `NEW_ENV` variables, libcurlcould be made to pass on uninitialized data from a stack based buffer to theserver. Therefore potentially revealing sensitive internal information to theserver using a clear-text network protocol.This could happen because curl did not call and use sscanf() correctly whenparsing the string provided by the application.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22926","curl","7.58.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","declared","1,3","libcurl-using applications can ask for a specific client certificate to be used in a transfer. This is done with the `CURLOPT_SSLCERT` option (`--cert` with the command line tool).When libcurl is built to use the macOS native TLS library Secure Transport, an application can ask for the client certificate by name or with a file name - using the same option. If the name exists as a file, it will be used instead of by name.If the appliction runs with a current working directory that is writable by other users (like `/tmp`), a malicious user can create a file name with the same name as the app wants to use by name, and thereby trick the application to use the file based cert instead of the one referred to by name making libcurl send the wrong client certificate in the TLS connection handshake.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22946","curl","7.58.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","declared","1,3","A user can tell curl >= 7.20.0 and <= 7.78.0 to require a successful upgrade to TLS when speaking to an IMAP, POP3 or FTP server (`--ssl-reqd` on the command line or`CURLOPT_USE_SSL` set to `CURLUSESSL_CONTROL` or `CURLUSESSL_ALL` withlibcurl). This requirement could be bypassed if the server would return a properly crafted but perfectly legitimate response.This flaw would then make curl silently continue its operations **withoutTLS** contrary to the instructions and expectations, exposing possibly sensitive data in clear text over the network.","Canonical GT v2 (2026-04-07)"
"CVE-2021-22947","curl","7.58.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N","declared","1,3","When curl >= 7.20.0 and <= 7.78.0 connects to an IMAP or POP3 server to retrieve data using STARTTLS to upgrade to TLS security, the server can respond and send back multiple responses at once that curl caches. curl would then upgrade to TLS but not flush the in-queue of cached responses but instead continue using and trustingthe responses it got *before* the TLS handshake as if they were authenticated.Using this flaw, it allows a Man-In-The-Middle attacker to first inject the fake responses, then pass-through the TLS traffic from the legitimate server and trick curl into sending data back to the user thinking the attacker's injected data comes from the TLS-protected server.","Canonical GT v2 (2026-04-07)"
"CVE-2022-22576","curl","7.58.0","HIGH","8.1","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N","declared","1,3","An improper authentication vulnerability exists in curl 7.33.0 to and including 7.82.0 which might allow reuse OAUTH2-authenticated connections without properly making sure that the connection was authenticated with the same credentials as set for this transfer. This affects SASL-enabled protocols: SMPTP(S), IMAP(S), POP3(S) and LDAP(S) (openldap only).","Canonical GT v2 (2026-04-07)"
"CVE-2022-27774","curl","7.58.0","MEDIUM","5.7","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N","declared","1,3","An insufficiently protected credentials vulnerability exists in curl 4.9 to and include curl 7.82.0 are affected that could allow an attacker to extract credentials when follows HTTP(S) redirects is used with authentication could leak credentials to other services that exist on different protocols or port numbers.","Canonical GT v2 (2026-04-07)"
"CVE-2022-27776","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N","declared","1,3","A insufficiently protected credentials vulnerability in fixed in curl 7.83.0 might leak authentication or cookie header data on HTTP redirects to the same host but another port number.","Canonical GT v2 (2026-04-07)"
"CVE-2022-27781","curl","7.58.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","declared","1,3","libcurl provides the `CURLOPT_CERTINFO` option to allow applications torequest details to be returned about a server's certificate chain.Due to an erroneous function, a malicious server could make libcurl built withNSS get stuck in a never-ending busy-loop when trying to retrieve thatinformation.","Canonical GT v2 (2026-04-07)"
"CVE-2022-27782","curl","7.58.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","declared","1,3","libcurl would reuse a previously created connection even when a TLS or SSHrelated option had been changed that should have prohibited reuse.libcurl keeps previously used connections in a connection pool for subsequenttransfers to reuse if one of them matches the setup. However, several TLS andSSH settings were left out from the configuration match checks, making themmatch too easily.","Canonical GT v2 (2026-04-07)"
"CVE-2022-32206","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","declared","1,3","curl < 7.84.0 supports ""chained"" HTTP compression algorithms, meaning that a serverresponse can be compressed multiple times and potentially with different algorithms. The number of acceptable ""links"" in this ""decompression chain"" was unbounded, allowing a malicious server to insert a virtually unlimited number of compression steps.The use of such a decompression chain could result in a ""malloc bomb"", makingcurl end up spending enormous amounts of allocated heap memory, or trying toand returning out of memory errors.","Canonical GT v2 (2026-04-07)"
"CVE-2022-32208","curl","7.58.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","declared","1,3","When curl < 7.84.0 does FTP transfers secured by krb5, it handles message verification failures wrongly. This flaw makes it possible for a Man-In-The-Middle attack to go unnoticed and even allows it to inject data to the client.","Canonical GT v2 (2026-04-07)"
"CVE-2022-32221","curl","7.58.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","declared","1,3","When doing HTTP(S) transfers, libcurl might erroneously use the read callback (`CURLOPT_READFUNCTION`) to ask for data to send, even when the `CURLOPT_POSTFIELDS` option has been set, if the same handle previously was used to issue a `PUT` request which used that callback. This flaw may surprise the application and cause it to misbehave and either send off the wrong data or use memory after free or similar in the subsequent `POST` request. The problem exists in the logic for a reused handle when it is changed from a PUT to a POST.","Canonical GT v2 (2026-04-07)"
"CVE-2022-35252","curl","7.58.0","LOW","3.7","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L","declared","1,3","When curl is used to retrieve and parse cookies from a HTTP(S) server, itaccepts cookies using control codes that when later are sent back to a HTTPserver might make the server return 400 responses. Effectively allowing a""sister site"" to deny service to all siblings.","Canonical GT v2 (2026-04-07)"
"CVE-2022-43552","curl","7.58.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","declared","1,3","A use after free vulnerability exists in curl <7.87.0. Curl can be asked to *tunnel* virtually all protocols it supports through an HTTP proxy. HTTP proxies can (and often do) deny such tunnel operations. When getting denied to tunnel the specific protocols SMB or TELNET, curl would use a heap-allocated struct after it had been freed, in its transfer shutdown code path.","Canonical GT v2 (2026-04-07)"
"CVE-2023-23916","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","declared","1,3","An allocation of resources without limits or throttling vulnerability exists in curl <v7.88.0 based on the ""chained"" HTTP compression algorithms, meaning that a server response can be compressed multiple times and potentially with differentalgorithms. The number of acceptable ""links"" in this ""decompression chain"" wascapped, but the cap was implemented on a per-header basis allowing a maliciousserver to insert a virtually unlimited number of compression steps simply byusing many headers. The use of such a decompression chain could result in a ""malloc bomb"", making curl end up spending enormous amounts of allocated heap memory, or trying to and returning out of memory errors.","Canonical GT v2 (2026-04-07)"
"CVE-2023-27533","curl","7.58.0","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","declared","1,3","A vulnerability in input validation exists in curl <8.0 during communication using the TELNET protocol may allow an attacker to pass on maliciously crafted user name and ""telnet options"" during server negotiation. The lack of proper input scrubbing allows an attacker to send content or perform option negotiation without the application's intent. This vulnerability could be exploited if an application allows user input, thereby enabling attackers to execute arbitrary code on the system.","Canonical GT v2 (2026-04-07)"
"CVE-2023-27534","curl","7.58.0","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","declared","1,3","A path traversal vulnerability exists in curl <8.0.0 SFTP implementation causes the tilde (~) character to be wrongly replaced when used as a prefix in the first path element, in addition to its intended use as the first element to indicate a path relative to the user's home directory. Attackers can exploit this flaw to bypass filtering or execute arbitrary code by crafting a path like /~2/foo while accessing a server with a specific user.","Canonical GT v2 (2026-04-07)"
"CVE-2023-28319","curl","7.58.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","declared","1,3","A use after free vulnerability exists in curl <v8.1.0 in the way libcurl offers a feature to verify an SSH server's public key using a SHA 256 hash. When this check fails, libcurl would free the memory for the fingerprint before it returns an error message containing the (now freed) hash. This flaw risks inserting sensitive heap-based data into the error message that might be shown to users or otherwise get leaked and revealed.","Canonical GT v2 (2026-04-07)"
"CVE-2023-28320","curl","7.58.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","declared","1,3","A denial of service vulnerability exists in curl <v8.1.0 in the way libcurl provides several different backends for resolving host names, selected at build time. If it is built to use the synchronous resolver, it allows name resolves to time-out slow operations using `alarm()` and `siglongjmp()`. When doing this, libcurl used a global buffer that was not mutex protected and a multi-threaded application might therefore crash or otherwise misbehave.","Canonical GT v2 (2026-04-07)"
"CVE-2023-28321","curl","7.58.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N","declared","1,3","An improper certificate validation vulnerability exists in curl <v8.1.0 in the way it supports matching of wildcard patterns when listed as ""Subject Alternative Name"" in TLS server certificates. curl can be built to use its own name matching function for TLS rather than one provided by a TLS library. This private wildcard matching function would match IDN (International Domain Name) hosts incorrectly and could as a result accept patterns that otherwise should mismatch. IDN hostnames are converted to puny code before used for certificate checks. Puny coded names always start with `xn--` and should not be allowed to pattern match, but the wildcard check in curl could still check for `x*`, which would match even though the IDN name most likely contained nothing even resembling an `x`.","Canonical GT v2 (2026-04-07)"
"CVE-2023-28322","curl","7.58.0","LOW","3.7","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N","declared","1,3","An information disclosure vulnerability exists in curl <v8.1.0 when doing HTTP(S) transfers, libcurl might erroneously use the read callback (`CURLOPT_READFUNCTION`) to ask for data to send, even when the `CURLOPT_POSTFIELDS` option has been set, if the same handle previously wasused to issue a `PUT` request which used that callback. This flaw may surprise the application and cause it to misbehave and either send off the wrong data or use memory after free or similar in the second transfer. The problem exists in the logic for a reused handle when it is (expected to be) changed from a PUT to a POST.","Canonical GT v2 (2026-04-07)"
"CVE-2023-46218","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N","declared","1,3","This flaw allows a malicious HTTP server to set ""super cookies"" in curl that are then passed back to more origins than what is otherwise allowed or possible. This allows a site to set cookies that then would get sent to different and unrelated sites and domains.  It could do this by exploiting a mixed case flaw in curl's function that verifies a given cookie domain against the Public Suffix List (PSL). For example a cookie could be set with `domain=co.UK` when the URL used a lower case hostname `curl.co.uk`, even though `co.uk` is listed as a PSL domain.","Canonical GT v2 (2026-04-07)"
"CVE-2024-8096","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N","declared","1,3","When curl is told to use the Certificate Status Request TLS extension, often referred to as OCSP stapling, to verify that the server certificate is valid, it might fail to detect some OCSP problems and instead wrongly consider the response as fine.  If the returned status reports another error than 'revoked' (like for example 'unauthorized') it is not treated as a bad certficate.","Canonical GT v2 (2026-04-07)"
"CVE-2025-14017","curl","7.58.0","MEDIUM","6.3","CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N","declared","1,3","When doing multi-threaded LDAPS transfers (LDAP over TLS) with libcurl, changing TLS options in one thread would inadvertently change them globally and therefore possibly also affect other concurrently setup transfers.  Disabling certificate verification for a specific transfer could unintentionally disable the feature for other threads as well.","Canonical GT v2 (2026-04-07)"
"CVE-2025-14524","curl","7.58.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N","declared","1,3","When an OAuth2 bearer token is used for an HTTP(S) transfer, and that transfer performs a cross-protocol redirect to a second URL that uses an IMAP, LDAP, POP3 or SMTP scheme, curl might wrongly pass on the bearer token to the new target host.","Canonical GT v2 (2026-04-07)"
"CVE-2025-15079","curl","7.58.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N","declared","1,3","When doing SSH-based transfers using either SCP or SFTP, and setting the known_hosts file, libcurl could still mistakenly accept connecting to hosts *not present* in the specified file if they were added as recognized in the libssh *global* known_hosts file.","Canonical GT v2 (2026-04-07)"
"CVE-2026-1965","curl","7.58.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N","declared","1,3","libcurl can in some circumstances reuse the wrong connection when asked to do an Negotiate-authenticated HTTP or HTTPS request.  libcurl features a pool of recent connections so that subsequent requests can reuse an existing connection to avoid overhead.  When reusing a connection a range of criterion must first be met. Due to a logical error in the code, a request that was issued by an application could wrongfully reuse an existing connection to the same server that was authenticated using different credentials. One underlying reason being that Negotiate sometimes authenticates *connections* and not *requests*, contrary to how HTTP is designed to work.  An application that allows Negotiate authentication to a server (that responds wanting Negotiate) with `user1:password1` and then does another operation to the same server also using Negotiate but with `user2:password2` (while the previous connection is still alive) - the second request wrongly reused the same connection and since it then sees that the Negotiate negotiation is already made, it just sends the request over that connection thinking it uses the user2 credentials when it is in fact still using the connection authenticated for user1...  The set of authentication methods to use is set with  `CURLOPT_HTTPAUTH`.  Applications can disable libcurl's reuse of connections and thus mitigate this problem, by using one of the following libcurl options to alter how connections are or are not reused: `CURLOPT_FRESH_CONNECT`, `CURLOPT_MAXCONNECTS` and `CURLMOPT_MAX_HOST_CONNECTIONS` (if using the curl_multi API).","Canonical GT v2 (2026-04-07)"
"CVE-2026-3783","curl","7.58.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","declared","1,3","When an OAuth2 bearer token is used for an HTTP(S) transfer, and that transfer performs a redirect to a second URL, curl could leak that token to the second hostname under some circumstances.  If the hostname that the first request is redirected to has information in the used .netrc file, with either of the `machine` or `default` keywords, curl would pass on the bearer token set for the first host also to the second one.","Canonical GT v2 (2026-04-07)"
"CVE-2022-25235","expat","2.4.6","CRITICAL","9.8","","source","1,2,3","Expat 2.4.6 vulnerable; fixed in later releases.","Canonical GT v2 (manual profile)"
"CVE-2022-25236","expat","2.4.6","CRITICAL","9.8","","source","1,2,3","Expat 2.4.6 vulnerable; fixed in later releases.","Canonical GT v2 (manual profile)"
"CVE-2024-2398","curl","7.58.0","HIGH","8.6","","declared","1,3","curl HTTP/2 push memory. >=7.44.0 <8.7.0","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2024-7264","curl","7.58.0","MEDIUM","6.5","","declared","1,3","curl ASN.1 date OOB read. >=7.32.0 <8.9.1","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2025-0725","curl","7.58.0","HIGH","7.3","","declared","1,3","curl gzip inflate overflow. >=7.10.5 <8.12.0","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2025-15224","curl","7.58.0","LOW","3.1","","declared","1,3","curl Content-Disposition confusion. >=7.58.0 <8.18.0","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2026-3784","curl","7.58.0","MEDIUM","6.5","","declared","1,3","curl >=7.7 <8.18.0","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2024-8176","expat","2.4.6","HIGH","7.5","","source","1,2,3","expat stack exhaustion deeply nested XML <=2.6.3","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2018-14550","libpng","1.6.34","HIGH","8.8","","source","1,2,3","libpng stack-overflow pngminus <=1.6.34","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2021-4214","libpng","1.6.34","MEDIUM","5.5","","source","1,2,3","libpng heap-overflow pngimage <=1.6.37","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2026-3713","libpng","1.6.34","MEDIUM","5.3","","source","1,2,3","libpng OOB read NVD confirmed 1.6.34","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2020-22284","lwIP","2.1.2","HIGH","7.5","","source","2,3","lwIP UDP fragmentation overflow <=2.1.3","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2020-1968","OpenSSL","1.0.2k","LOW","3.7","","declared","1,3","OpenSSL Raccoon Attack timing. >=1.0.2 <=1.0.2v","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2023-0464","OpenSSL","1.0.2k","HIGH","7.5","","declared","1,3","OpenSSL X.509 policy memory. >=1.0.2 <1.0.2zh","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2023-3446","OpenSSL","1.0.2k","MEDIUM","5.3","","declared","1,3","OpenSSL DH key check excessive time. 1.0.2 branch","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2023-5678","OpenSSL","1.0.2k","MEDIUM","5.3","","declared","1,3","OpenSSL DH param gen time. >=1.0.2 <1.0.2zj","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2024-0727","OpenSSL","1.0.2k","MEDIUM","5.5","","declared","1,3","OpenSSL PKCS12 NULL ptr. >=1.0.2 <1.0.2zj","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2024-5535","OpenSSL","1.0.2k","CRITICAL","9.1","","declared","1,3","OpenSSL SSL_select_next_proto OOB. >=1.0.2 confirmed","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2025-68160","OpenSSL","1.0.2k","MEDIUM","4.7","","declared","1,3","OpenSSL >=1.0.2 <1.0.2zn","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2025-69421","OpenSSL","1.0.2k","HIGH","7.5","","declared","1,3","OpenSSL >=1.0.2 <1.0.2zn","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2025-9230","OpenSSL","1.0.2k","HIGH","7.5","","declared","1,3","OpenSSL 1.0.2 branch confirmed","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2026-22796","OpenSSL","1.0.2k","MEDIUM","5.3","","declared","1,3","OpenSSL >=1.0.2 <1.0.2zn","NVD verified 2026-04-07; GT_GAP confirmed"
